word1	category	relation	word2
scarf-n	clothing	random-n	larva-n
scarf-n	clothing	random-n	lego-n
scarf-n	clothing	random-n	libertarian-n
scarf-n	clothing	random-n	massimamente-n
scarf-n	clothing	random-n	mermaid-n
scarf-n	clothing	random-n	mimic-n
scarf-n	clothing	random-n	minefield-n
scarf-n	clothing	random-n	nickname-n
scarf-n	clothing	random-n	non-profit-n
scarf-n	clothing	random-n	opera-n
scarf-n	clothing	random-n	owl-n
scarf-n	clothing	random-n	park-n
scarf-n	clothing	random-n	perimeter-n
scarf-n	clothing	random-n	poem-n
scarf-n	clothing	random-n	ppb-n
scarf-n	clothing	random-n	prefetch-n
scarf-n	clothing	random-n	prescriber-n
scarf-n	clothing	random-n	priesthood-n
scarf-n	clothing	random-n	refuge-n
scarf-n	clothing	random-n	remixes-n
scarf-n	clothing	random-n	requirement-n
scarf-n	clothing	random-n	septicaemia-n
scarf-n	clothing	random-n	skype-n
scarf-n	clothing	random-n	specialitity-n
scarf-n	clothing	random-n	stator-n
scarf-n	clothing	random-n	stop-n
scarf-n	clothing	random-n	tower-n
shirt-n	clothing	coord	apron-n
shirt-n	clothing	coord	blouse-n
shirt-n	clothing	coord	bra-n
shirt-n	clothing	coord	cloak-n
shirt-n	clothing	coord	coat-n
shirt-n	clothing	coord	dress-n
shirt-n	clothing	coord	fleece-n
shirt-n	clothing	coord	glove-n
shirt-n	clothing	coord	hat-n
shirt-n	clothing	coord	jacket-n
shirt-n	clothing	coord	pant-n
shirt-n	clothing	coord	pants-n
shirt-n	clothing	coord	pullover-n
shirt-n	clothing	coord	raincoat-n
shirt-n	clothing	coord	robe-n
shirt-n	clothing	coord	scarf-n
shirt-n	clothing	coord	sock-n
shirt-n	clothing	coord	socks-n
shirt-n	clothing	coord	stocking-n
shirt-n	clothing	coord	stockings-n
shirt-n	clothing	coord	sweater-n
shirt-n	clothing	coord	sweatshirt-n
shirt-n	clothing	coord	trouser-n
shirt-n	clothing	coord	trousers-n
shirt-n	clothing	coord	underpant-n
shirt-n	clothing	coord	underpants-n
shirt-n	clothing	coord	vest-n
shirt-n	clothing	hyper	apparel-n
shirt-n	clothing	hyper	artefact-n
shirt-n	clothing	hyper	artifact-n
shirt-n	clothing	hyper	clothes-n
shirt-n	clothing	hyper	clothing-n
shirt-n	clothing	hyper	commodity-n
shirt-n	clothing	hyper	covering-n
shirt-n	clothing	hyper	garment-n
shirt-n	clothing	hyper	good-n
shirt-n	clothing	hyper	object-n
shirt-n	clothing	hyper	wear-n
shirt-n	clothing	mero	arm-n
shirt-n	clothing	mero	back-n
shirt-n	clothing	mero	button-n
shirt-n	clothing	mero	collar-n
shirt-n	clothing	mero	cotton-n
shirt-n	clothing	mero	cuff-n
shirt-n	clothing	mero	fabric-n
shirt-n	clothing	mero	fold-n
shirt-n	clothing	mero	front-n
shirt-n	clothing	mero	hem-n
shirt-n	clothing	mero	material-n
shirt-n	clothing	mero	neck-n
shirt-n	clothing	mero	pattern-n
shirt-n	clothing	mero	pocket-n
shirt-n	clothing	mero	silk-n
shirt-n	clothing	mero	sleeve-n
shirt-n	clothing	mero	tail-n
shirt-n	clothing	random-n	B-n
shirt-n	clothing	random-n	Everyone-n
shirt-n	clothing	random-n	Trojan-n
shirt-n	clothing	random-n	award-n
shirt-n	clothing	random-n	backpacking-n
shirt-n	clothing	random-n	barrel-n
shirt-n	clothing	random-n	bat-n
shirt-n	clothing	random-n	blip-n
shirt-n	clothing	random-n	brow-clutching-n
shirt-n	clothing	random-n	casework-n
shirt-n	clothing	random-n	cause-n
shirt-n	clothing	random-n	chess-n
shirt-n	clothing	random-n	clause-n
shirt-n	clothing	random-n	coating-n
shirt-n	clothing	random-n	conclusion-n
shirt-n	clothing	random-n	contract-n
shirt-n	clothing	random-n	dermatitis-n
shirt-n	clothing	random-n	destiny-n
shirt-n	clothing	random-n	divestment-n
shirt-n	clothing	random-n	dread-n
shirt-n	clothing	random-n	henchman-n
shirt-n	clothing	random-n	hieroglyphic-n
shirt-n	clothing	random-n	hobby-n
shirt-n	clothing	random-n	l-n
shirt-n	clothing	random-n	legend-n
shirt-n	clothing	random-n	majalises-n
shirt-n	clothing	random-n	mis-characterisations-n
shirt-n	clothing	random-n	molecule-n
shirt-n	clothing	random-n	murder-n
shirt-n	clothing	random-n	mythology-n
shirt-n	clothing	random-n	nes-n
shirt-n	clothing	random-n	parkway-n
shirt-n	clothing	random-n	patronage-n
shirt-n	clothing	random-n	periodicity-n
shirt-n	clothing	random-n	pulp-n
shirt-n	clothing	random-n	ram-ram-n
shirt-n	clothing	random-n	recording-n
shirt-n	clothing	random-n	reptile-n
shirt-n	clothing	random-n	sabotage-n
shirt-n	clothing	random-n	searching-n
shirt-n	clothing	random-n	soundweb-n
shirt-n	clothing	random-n	star-n
shirt-n	clothing	random-n	struct-n
shirt-n	clothing	random-n	trainee-n
shirt-n	clothing	random-n	variant-n
shirt-n	clothing	random-n	vernacular-n
shirt-n	clothing	random-n	weed-n
shirt-n	clothing	random-n	wrangling-n
sweater-n	clothing	coord	apron-n
sweater-n	clothing	coord	blouse-n
sweater-n	clothing	coord	bra-n
sweater-n	clothing	coord	cloak-n
sweater-n	clothing	coord	coat-n
sweater-n	clothing	coord	dress-n
sweater-n	clothing	coord	fleece-n
sweater-n	clothing	coord	glove-n
sweater-n	clothing	coord	hat-n
sweater-n	clothing	coord	jacket-n
sweater-n	clothing	coord	pant-n
sweater-n	clothing	coord	pants-n
sweater-n	clothing	coord	pullover-n
sweater-n	clothing	coord	raincoat-n
sweater-n	clothing	coord	robe-n
sweater-n	clothing	coord	scarf-n
sweater-n	clothing	coord	shirt-n
sweater-n	clothing	coord	sock-n
sweater-n	clothing	coord	socks-n
sweater-n	clothing	coord	stocking-n
sweater-n	clothing	coord	stockings-n
sweater-n	clothing	coord	sweatshirt-n
sweater-n	clothing	coord	trouser-n
sweater-n	clothing	coord	trousers-n
sweater-n	clothing	coord	underpant-n
sweater-n	clothing	coord	underpants-n
sweater-n	clothing	coord	vest-n
sweater-n	clothing	hyper	apparel-n
sweater-n	clothing	hyper	artefact-n
sweater-n	clothing	hyper	artifact-n
sweater-n	clothing	hyper	clothes-n
sweater-n	clothing	hyper	clothing-n
sweater-n	clothing	hyper	commodity-n
sweater-n	clothing	hyper	covering-n
sweater-n	clothing	hyper	garment-n
sweater-n	clothing	hyper	good-n
sweater-n	clothing	hyper	object-n
sweater-n	clothing	hyper	wear-n
sweater-n	clothing	mero	arm-n
sweater-n	clothing	mero	back-n
sweater-n	clothing	mero	button-n
sweater-n	clothing	mero	cashmere-n
sweater-n	clothing	mero	collar-n
sweater-n	clothing	mero	cotton-n
sweater-n	clothing	mero	cuff-n
sweater-n	clothing	mero	fabric-n
sweater-n	clothing	mero	fold-n
sweater-n	clothing	mero	front-n
sweater-n	clothing	mero	hem-n
sweater-n	clothing	mero	material-n
sweater-n	clothing	mero	neck-n
sweater-n	clothing	mero	pattern-n
sweater-n	clothing	mero	pocket-n
sweater-n	clothing	mero	sleeve-n
sweater-n	clothing	mero	wool-n
sweater-n	clothing	random-n	Corinthian-n
sweater-n	clothing	random-n	absolution-n
sweater-n	clothing	random-n	acting-n
sweater-n	clothing	random-n	adres-n
sweater-n	clothing	random-n	arrangement-n
sweater-n	clothing	random-n	austrian-rules-n
sweater-n	clothing	random-n	baker-n
sweater-n	clothing	random-n	banquet-n
sweater-n	clothing	random-n	blessing-n
sweater-n	clothing	random-n	bond-n
sweater-n	clothing	random-n	built-in-n
sweater-n	clothing	random-n	captive-n
sweater-n	clothing	random-n	cartamoides-n
sweater-n	clothing	random-n	category-n
sweater-n	clothing	random-n	chatter-n
sweater-n	clothing	random-n	check-n
sweater-n	clothing	random-n	commemoration-n
sweater-n	clothing	random-n	confine-n
sweater-n	clothing	random-n	consul-n
sweater-n	clothing	random-n	coordination-n
sweater-n	clothing	random-n	councilman-n
sweater-n	clothing	random-n	delegate-n
sweater-n	clothing	random-n	dialog-n
sweater-n	clothing	random-n	discipline-n
sweater-n	clothing	random-n	dolphin-n
sweater-n	clothing	random-n	drug-n
sweater-n	clothing	random-n	eigenvalue-n
sweater-n	clothing	random-n	eleven-n
sweater-n	clothing	random-n	escape-n
sweater-n	clothing	random-n	gene-n
sweater-n	clothing	random-n	ground-n
sweater-n	clothing	random-n	gunner-n
sweater-n	clothing	random-n	harm-n
sweater-n	clothing	random-n	hatred-n
sweater-n	clothing	random-n	hee-n
sweater-n	clothing	random-n	hop-n
sweater-n	clothing	random-n	hydrogen-n
sweater-n	clothing	random-n	onscreen-n
sweater-n	clothing	random-n	overweight-n
sweater-n	clothing	random-n	passage-n
sweater-n	clothing	random-n	port-n
sweater-n	clothing	random-n	practice-n
sweater-n	clothing	random-n	residuums-n
sweater-n	clothing	random-n	ridge-n
sweater-n	clothing	random-n	scam-n
sweater-n	clothing	random-n	speculation-n
sweater-n	clothing	random-n	stopped-flow-n
sweater-n	clothing	random-n	stroke-n
sweater-n	clothing	random-n	team-n
sweater-n	clothing	random-n	tube-n
sweater-n	clothing	random-n	wait-n
vest-n	clothing	coord	apron-n
vest-n	clothing	coord	blouse-n
vest-n	clothing	coord	bra-n
vest-n	clothing	coord	cloak-n
vest-n	clothing	coord	coat-n
vest-n	clothing	coord	dress-n
vest-n	clothing	coord	fleece-n
vest-n	clothing	coord	glove-n
vest-n	clothing	coord	hat-n
vest-n	clothing	coord	jacket-n
vest-n	clothing	coord	pant-n
vest-n	clothing	coord	pants-n
vest-n	clothing	coord	pullover-n
vest-n	clothing	coord	raincoat-n
vest-n	clothing	coord	robe-n
vest-n	clothing	coord	scarf-n
vest-n	clothing	coord	shirt-n
vest-n	clothing	coord	sock-n
vest-n	clothing	coord	socks-n
vest-n	clothing	coord	stocking-n
vest-n	clothing	coord	stockings-n
vest-n	clothing	coord	sweater-n
vest-n	clothing	coord	sweatshirt-n
vest-n	clothing	coord	trouser-n
vest-n	clothing	coord	trousers-n
vest-n	clothing	coord	underpant-n
vest-n	clothing	coord	underpants-n
vest-n	clothing	hyper	apparel-n
vest-n	clothing	hyper	artefact-n
vest-n	clothing	hyper	artifact-n
vest-n	clothing	hyper	clothes-n
vest-n	clothing	hyper	clothing-n
vest-n	clothing	hyper	commodity-n
vest-n	clothing	hyper	covering-n
vest-n	clothing	hyper	garment-n
vest-n	clothing	hyper	good-n
vest-n	clothing	hyper	object-n
vest-n	clothing	hyper	wear-n
vest-n	clothing	mero	back-n
vest-n	clothing	mero	button-n
vest-n	clothing	mero	cotton-n
vest-n	clothing	mero	fabric-n
vest-n	clothing	mero	front-n
vest-n	clothing	mero	hem-n
vest-n	clothing	mero	material-n
vest-n	clothing	mero	silk-n
vest-n	clothing	mero	wool-n
vest-n	clothing	random-n	PC-n
vest-n	clothing	random-n	affinity-n
vest-n	clothing	random-n	anaesthesia-n
vest-n	clothing	random-n	articulation-n
vest-n	clothing	random-n	asylum-seeker-n
vest-n	clothing	random-n	battlefield-n
vest-n	clothing	random-n	chairman-n
vest-n	clothing	random-n	code-n
vest-n	clothing	random-n	complexity-n
vest-n	clothing	random-n	connection-n
vest-n	clothing	random-n	detail-n
vest-n	clothing	random-n	detector-n
vest-n	clothing	random-n	drink-n
vest-n	clothing	random-n	dyke-n
vest-n	clothing	random-n	extremepie-n
vest-n	clothing	random-n	handbook-n
vest-n	clothing	random-n	happening-n
vest-n	clothing	random-n	hockey-n
vest-n	clothing	random-n	indoctrination-n
vest-n	clothing	random-n	manna-n
vest-n	clothing	random-n	medication-n
vest-n	clothing	random-n	nameserver-n
vest-n	clothing	random-n	nectarine-n
vest-n	clothing	random-n	occupier-n
vest-n	clothing	random-n	overview-n
vest-n	clothing	random-n	passage-n
vest-n	clothing	random-n	pericycle-n
vest-n	clothing	random-n	psychopath-n
vest-n	clothing	random-n	raisin-n
vest-n	clothing	random-n	sauna-n
vest-n	clothing	random-n	seaside-n
vest-n	clothing	random-n	seedling-n
vest-n	clothing	random-n	sgksir-n
vest-n	clothing	random-n	shuttle-n
vest-n	clothing	random-n	skin-n
vest-n	clothing	random-n	space-n
vest-n	clothing	random-n	strengthening-n
vest-n	clothing	random-n	tobacco-n
vest-n	clothing	random-n	triplet-n
vest-n	clothing	random-n	vacuum-cleaner-n
vest-n	clothing	random-n	warning-n
vest-n	clothing	random-n	welfare-reauthorization-n
bag-n	container	coord	backpack-n
bag-n	container	coord	basket-n
bag-n	container	coord	bottle-n
bag-n	container	coord	bowl-n
bag-n	container	coord	box-n
bag-n	container	coord	case-n
bag-n	container	coord	jar-n
bag-n	container	coord	mug-n
bag-n	container	coord	pouch-n
bag-n	container	coord	purse-n
bag-n	container	coord	suitcase-n
bag-n	container	coord	trunk-n
bag-n	container	coord	wallet-n
bag-n	container	hyper	accessory-n
bag-n	container	hyper	artefact-n
bag-n	container	hyper	artifact-n
bag-n	container	hyper	container-n
bag-n	container	hyper	luggage-n
bag-n	container	hyper	object-n
bag-n	container	mero	bottom-n
bag-n	container	mero	color-n
bag-n	container	mero	colour-n
bag-n	container	mero	content-n
bag-n	container	mero	exterior-n
bag-n	container	mero	handle-n
bag-n	container	mero	inside-n
bag-n	container	mero	interior-n
bag-n	container	mero	key-n
bag-n	container	mero	leather-n
bag-n	container	mero	outside-n
bag-n	container	mero	paper-n
bag-n	container	mero	plastic-n
bag-n	container	mero	pouch-n
bag-n	container	mero	wallet-n
bag-n	container	random-n	Presbyterian-n
bag-n	container	random-n	admission-n
bag-n	container	random-n	cent-n
bag-n	container	random-n	circumcision-n
bag-n	container	random-n	component-n
bag-n	container	random-n	condition-n
bag-n	container	random-n	domination-n
bag-n	container	random-n	everybody-n
bag-n	container	random-n	ford-n
bag-n	container	random-n	inaccuracy-n
bag-n	container	random-n	incontinence-n
bag-n	container	random-n	kiln-n
bag-n	container	random-n	lion-n
bag-n	container	random-n	metadata-n
bag-n	container	random-n	musician-n
bag-n	container	random-n	off-the-shelf-n
bag-n	container	random-n	parting-n
bag-n	container	random-n	posting-n
bag-n	container	random-n	prioritising-n
bag-n	container	random-n	resection-n
bag-n	container	random-n	seizure-n
bag-n	container	random-n	siren-n
bag-n	container	random-n	summation-n
bag-n	container	random-n	table-n
bag-n	container	random-n	taxis-n
bag-n	container	random-n	theater-n
bag-n	container	random-n	wash-n
bottle-n	container	coord	bag-n
bottle-n	container	coord	bowl-n
bottle-n	container	coord	box-n
bottle-n	container	coord	chalice-n
bottle-n	container	coord	glass-n
bottle-n	container	coord	jar-n
bottle-n	container	coord	jug-n
bottle-n	container	coord	mug-n
bottle-n	container	coord	plate-n
bottle-n	container	coord	tumbler-n
bottle-n	container	hyper	artefact-n
bottle-n	container	hyper	artifact-n
bottle-n	container	hyper	container-n
bottle-n	container	hyper	drinkware-n
bottle-n	container	hyper	object-n
bottle-n	container	hyper	utensil-n
bottle-n	container	hyper	vessel-n
bottle-n	container	mero	beer-n
bottle-n	container	mero	bottom-n
bottle-n	container	mero	cap-n
bottle-n	container	mero	content-n
bottle-n	container	mero	cork-n
bottle-n	container	mero	exterior-n
bottle-n	container	mero	glass-n
bottle-n	container	mero	inside-n
bottle-n	container	mero	interior-n
bottle-n	container	mero	label-n
bottle-n	container	mero	lid-n
bottle-n	container	mero	liqueur-n
bottle-n	container	mero	liquid-n
bottle-n	container	mero	milk-n
bottle-n	container	mero	mouth-n
bottle-n	container	mero	neck-n
bottle-n	container	mero	outside-n
bottle-n	container	mero	plastic-n
bottle-n	container	mero	soda-n
bottle-n	container	mero	water-n
bottle-n	container	mero	wine-n
bottle-n	container	random-n	Ch-n
bottle-n	container	random-n	circuitry-n
bottle-n	container	random-n	demand-n
bottle-n	container	random-n	fighter-n
bottle-n	container	random-n	flag-n
bottle-n	container	random-n	footpath-n
bottle-n	container	random-n	format-n
bottle-n	container	random-n	gbp-n
bottle-n	container	random-n	hysteria-n
bottle-n	container	random-n	impact-n
bottle-n	container	random-n	irritation-n
bottle-n	container	random-n	kibbutz-n
bottle-n	container	random-n	limitation-n
bottle-n	container	random-n	malaria-n
bottle-n	container	random-n	male-n
bottle-n	container	random-n	mass-n
bottle-n	container	random-n	microphone-n
bottle-n	container	random-n	peerage-n
bottle-n	container	random-n	process-n
bottle-n	container	random-n	profit-n
bottle-n	container	random-n	rd-n
bottle-n	container	random-n	readership-n
bottle-n	container	random-n	reform-n
bottle-n	container	random-n	spotlight-n
bottle-n	container	random-n	stair-n
bottle-n	container	random-n	stone-n
bottle-n	container	random-n	summit-n
bottle-n	container	random-n	tail-spin-n
bottle-n	container	random-n	texture-n
bottle-n	container	random-n	theorem-n
bottle-n	container	random-n	tool-n
bottle-n	container	random-n	township-n
bottle-n	container	random-n	trader-n
bottle-n	container	random-n	translation-n
bottle-n	container	random-n	volume-n
bowl-n	container	coord	bag-n
bowl-n	container	coord	bottle-n
bowl-n	container	coord	box-n
bowl-n	container	coord	chalice-n
bowl-n	container	coord	glass-n
bowl-n	container	coord	jar-n
bowl-n	container	coord	jug-n
bowl-n	container	coord	mug-n
bowl-n	container	coord	plate-n
bowl-n	container	coord	tumbler-n
bowl-n	container	hyper	artefact-n
bowl-n	container	hyper	artifact-n
bowl-n	container	hyper	container-n
bowl-n	container	hyper	cookware-n
bowl-n	container	hyper	dishware-n
bowl-n	container	hyper	kitchenware-n
bowl-n	container	hyper	object-n
bowl-n	container	hyper	utensil-n
bowl-n	container	hyper	vessel-n
bowl-n	container	mero	bottom-n
bowl-n	container	mero	ceramic-n
bowl-n	container	mero	cereal-n
bowl-n	container	mero	clay-n
bowl-n	container	mero	color-n
bowl-n	container	mero	colour-n
bowl-n	container	mero	content-n
bowl-n	container	mero	edge-n
bowl-n	container	mero	exterior-n
bowl-n	container	mero	food-n
bowl-n	container	mero	glass-n
bowl-n	container	mero	inside-n
bowl-n	container	mero	interior-n
bowl-n	container	mero	liquid-n
bowl-n	container	mero	milk-n
bowl-n	container	mero	outside-n
bowl-n	container	mero	plastic-n
bowl-n	container	mero	pottery-n
bowl-n	container	mero	rice-n
bowl-n	container	mero	soup-n
bowl-n	container	mero	steel-n
bowl-n	container	mero	top-n
bowl-n	container	mero	water-n
bowl-n	container	mero	wood-n
bowl-n	container	random-n	aim-n
bowl-n	container	random-n	axe-n
bowl-n	container	random-n	center-n
bowl-n	container	random-n	certainty-n
bowl-n	container	random-n	continuum-n
bowl-n	container	random-n	cycle-n
bowl-n	container	random-n	disc-n
bowl-n	container	random-n	eczema-n
bowl-n	container	random-n	failure-n
bowl-n	container	random-n	globalisation-n
bowl-n	container	random-n	infrastructure-n
bowl-n	container	random-n	instruction-n
bowl-n	container	random-n	jungle-n
bowl-n	container	random-n	laptop-n
bowl-n	container	random-n	licence-n
bowl-n	container	random-n	life-n
bowl-n	container	random-n	livestock-n
bowl-n	container	random-n	lung-n
bowl-n	container	random-n	mail-n
bowl-n	container	random-n	manuscript-n
bowl-n	container	random-n	mobster-n
bowl-n	container	random-n	outlook-n
bowl-n	container	random-n	pamphlet-n
bowl-n	container	random-n	physic-n
bowl-n	container	random-n	prairie-n
bowl-n	container	random-n	restriction-n
bowl-n	container	random-n	routine-n
bowl-n	container	random-n	scheme-n
bowl-n	container	random-n	scrip-n
bowl-n	container	random-n	scrutiny-n
bowl-n	container	random-n	shock-n
bowl-n	container	random-n	steamboat-n
bowl-n	container	random-n	storm-n
bowl-n	container	random-n	syntax-n
bowl-n	container	random-n	trip-n
bowl-n	container	random-n	unit-n
bowl-n	container	random-n	wound-n
box-n	container	coord	bag-n
box-n	container	coord	basket-n
box-n	container	coord	bottle-n
box-n	container	coord	bowl-n
box-n	container	coord	box-n
box-n	container	coord	case-n
box-n	container	coord	chest-n
box-n	container	coord	drawer-n
box-n	container	coord	drawers-n
box-n	container	coord	jar-n
box-n	container	coord	mug-n
box-n	container	coord	pouch-n
box-n	container	coord	suitcase-n
box-n	container	coord	trunk-n
box-n	container	hyper	artefact-n
box-n	container	hyper	artifact-n
box-n	container	hyper	container-n
box-n	container	hyper	object-n
box-n	container	mero	bottom-n
box-n	container	mero	cardboard-n
box-n	container	mero	color-n
box-n	container	mero	colour-n
box-n	container	mero	content-n
box-n	container	mero	edge-n
box-n	container	mero	exterior-n
box-n	container	mero	inside-n
box-n	container	mero	interior-n
box-n	container	mero	key-n
box-n	container	mero	label-n
box-n	container	mero	lid-n
box-n	container	mero	lock-n
box-n	container	mero	outside-n
box-n	container	mero	paper-n
box-n	container	mero	plastic-n
box-n	container	mero	side-n
box-n	container	mero	tin-n
box-n	container	mero	top-n
box-n	container	mero	wood-n
box-n	container	random-n	benchmark-n
box-n	container	random-n	bypass-n
box-n	container	random-n	calibration-n
box-n	container	random-n	cleaner-n
box-n	container	random-n	club-n
box-n	container	random-n	dose-n
box-n	container	random-n	frontage-n
box-n	container	random-n	guest-n
box-n	container	random-n	home-n
box-n	container	random-n	hormone-n
box-n	container	random-n	lake-n
box-n	container	random-n	lamp-n
box-n	container	random-n	literature-n
box-n	container	random-n	location-n
box-n	container	random-n	mortality-n
box-n	container	random-n	nicotine-n
box-n	container	random-n	non-family-n
box-n	container	random-n	planning-n
box-n	container	random-n	playground-n
box-n	container	random-n	probation-n
box-n	container	random-n	prospect-n
box-n	container	random-n	school-n
box-n	container	random-n	smoke-n
box-n	container	random-n	swell-n
box-n	container	random-n	syntax-n
jar-n	container	coord	bag-n
jar-n	container	coord	bottle-n
jar-n	container	coord	bowl-n
jar-n	container	coord	box-n
jar-n	container	coord	chalice-n
jar-n	container	coord	glass-n
jar-n	container	coord	jug-n
jar-n	container	coord	mug-n
jar-n	container	coord	plate-n
jar-n	container	coord	tumbler-n
jar-n	container	hyper	artefact-n
jar-n	container	hyper	artifact-n
jar-n	container	hyper	container-n
jar-n	container	hyper	drinkware-n
jar-n	container	hyper	kitchenware-n
jar-n	container	hyper	object-n
jar-n	container	hyper	utensil-n
jar-n	container	hyper	vessel-n
jar-n	container	mero	bottom-n
jar-n	container	mero	cap-n
jar-n	container	mero	ceramic-n
jar-n	container	mero	coffee-n
jar-n	container	mero	color-n
jar-n	container	mero	colour-n
jar-n	container	mero	content-n
jar-n	container	mero	cookie-n
jar-n	container	mero	edge-n
jar-n	container	mero	exterior-n
jar-n	container	mero	food-n
jar-n	container	mero	glass-n
jar-n	container	mero	inside-n
jar-n	container	mero	interior-n
jar-n	container	mero	jam-n
jar-n	container	mero	label-n
jar-n	container	mero	lid-n
jar-n	container	mero	outside-n
jar-n	container	mero	pickle-n
jar-n	container	mero	pickles-n
jar-n	container	mero	plastic-n
jar-n	container	mero	pottery-n
jar-n	container	mero	top-n
jar-n	container	random-n	H-n
jar-n	container	random-n	MTA-n
jar-n	container	random-n	actress-n
jar-n	container	random-n	allowance-n
jar-n	container	random-n	alteration-n
jar-n	container	random-n	baseboard-n
jar-n	container	random-n	beating-n
jar-n	container	random-n	conduct-n
jar-n	container	random-n	convention-n
jar-n	container	random-n	correspondence-n
jar-n	container	random-n	coursework-n
jar-n	container	random-n	court-n
jar-n	container	random-n	enquiry-n
jar-n	container	random-n	experience-n
jar-n	container	random-n	foreigner-n
jar-n	container	random-n	friendship-n
jar-n	container	random-n	g-blogs-n
jar-n	container	random-n	gel-n
jar-n	container	random-n	hearing-n
jar-n	container	random-n	hehe-n
jar-n	container	random-n	hitch-n
jar-n	container	random-n	increase-n
jar-n	container	random-n	input-n
jar-n	container	random-n	lead-n
jar-n	container	random-n	location-n
jar-n	container	random-n	mathematics-n
jar-n	container	random-n	offense-n
jar-n	container	random-n	pacifist-n
jar-n	container	random-n	price-n
jar-n	container	random-n	reas-n
jar-n	container	random-n	remodelling-n
jar-n	container	random-n	reply-n
jar-n	container	random-n	respect-n
jar-n	container	random-n	riff-n
jar-n	container	random-n	rule-n
jar-n	container	random-n	sister-n
jar-n	container	random-n	spacer-n
jar-n	container	random-n	symmetry-n
jar-n	container	random-n	touchdown-n
jar-n	container	random-n	vaccination-n
mug-n	container	coord	bag-n
mug-n	container	coord	bottle-n
mug-n	container	coord	bowl-n
mug-n	container	coord	box-n
mug-n	container	coord	chalice-n
mug-n	container	coord	glass-n
mug-n	container	coord	jar-n
mug-n	container	coord	jug-n
mug-n	container	coord	plate-n
mug-n	container	coord	tumbler-n
mug-n	container	hyper	artefact-n
mug-n	container	hyper	artifact-n
mug-n	container	hyper	container-n
mug-n	container	hyper	dishware-n
mug-n	container	hyper	drinkware-n
mug-n	container	hyper	kitchenware-n
mug-n	container	hyper	object-n
mug-n	container	hyper	utensil-n
mug-n	container	hyper	vessel-n
mug-n	container	mero	bottom-n
mug-n	container	mero	ceramic-n
mug-n	container	mero	coffee-n
mug-n	container	mero	color-n
mug-n	container	mero	colour-n
mug-n	container	mero	content-n
mug-n	container	mero	edge-n
mug-n	container	mero	exterior-n
mug-n	container	mero	handle-n
mug-n	container	mero	inside-n
mug-n	container	mero	interior-n
mug-n	container	mero	liquid-n
mug-n	container	mero	milk-n
mug-n	container	mero	outside-n
mug-n	container	mero	plastic-n
mug-n	container	mero	pottery-n
mug-n	container	mero	tea-n
mug-n	container	mero	water-n
mug-n	container	random-n	Spaniard-n
mug-n	container	random-n	agency-n
mug-n	container	random-n	architect-n
mug-n	container	random-n	beauty-n
mug-n	container	random-n	braggart-n
mug-n	container	random-n	bulletin-n
mug-n	container	random-n	button-n
mug-n	container	random-n	cent-n
mug-n	container	random-n	churchyard-n
mug-n	container	random-n	clothing-n
mug-n	container	random-n	co-author-n
mug-n	container	random-n	declination-n
mug-n	container	random-n	existence-n
mug-n	container	random-n	guidance-n
mug-n	container	random-n	healing-n
mug-n	container	random-n	kite-n
mug-n	container	random-n	latter-n
mug-n	container	random-n	location-n
mug-n	container	random-n	mask-n
mug-n	container	random-n	milling-n
mug-n	container	random-n	one-two-n
mug-n	container	random-n	parameter-n
mug-n	container	random-n	peos-n
mug-n	container	random-n	permission-n
mug-n	container	random-n	point-n
mug-n	container	random-n	reception-n
mug-n	container	random-n	transition-n
mug-n	container	random-n	underwear-n
mug-n	container	random-n	video-n
mug-n	container	random-n	ward-n
mug-n	container	random-n	wetland-n
mug-n	container	random-n	whisky-n
apple-n	fruit	coord	apricot-n
apple-n	fruit	coord	banana-n
apple-n	fruit	coord	cherry-n
apple-n	fruit	coord	coconut-n
apple-n	fruit	coord	cranberry-n
apple-n	fruit	coord	grape-n
apple-n	fruit	coord	grapefruit-n
apple-n	fruit	coord	lemon-n
apple-n	fruit	coord	lime-n
apple-n	fruit	coord	peach-n
apple-n	fruit	coord	pear-n
apple-n	fruit	coord	pineapple-n
apple-n	fruit	coord	plum-n
apple-n	fruit	coord	strawberry-n
apple-n	fruit	hyper	food-n
apple-n	fruit	hyper	fruit-n
apple-n	fruit	hyper	produce-n
apple-n	fruit	mero	core-n
apple-n	fruit	mero	juice-n
apple-n	fruit	mero	leaf-n
apple-n	fruit	mero	peel-n
apple-n	fruit	mero	seed-n
apple-n	fruit	mero	skin-n
apple-n	fruit	mero	stalk-n
apple-n	fruit	mero	stem-n
apple-n	fruit	mero	vitamin-n
apple-n	fruit	random-n	Goth-n
apple-n	fruit	random-n	acne-n
apple-n	fruit	random-n	backdrop-n
apple-n	fruit	random-n	bunk-n
apple-n	fruit	random-n	dressage-n
apple-n	fruit	random-n	enclosure-n
apple-n	fruit	random-n	flexibility-n
apple-n	fruit	random-n	hall-n
apple-n	fruit	random-n	headstock-n
apple-n	fruit	random-n	intake-n
apple-n	fruit	random-n	lyricist-n
apple-n	fruit	random-n	marshland-n
apple-n	fruit	random-n	modification-n
apple-n	fruit	random-n	nonconformist-n
apple-n	fruit	random-n	polythene-n
apple-n	fruit	random-n	somebody-n
apple-n	fruit	random-n	sub-committee-n
apple-n	fruit	random-n	trough-n
apple-n	fruit	random-n	trust-n
apple-n	fruit	random-n	watersports-n
